employee_id,first_name,middle_name,last_name,suffix,birth_date,place_of_birth,sex,civil_status,blood_type,citizenship,email,mobile_number,landline_number,department,designation,employment_status,appointment_date,salary_grade,step_increment,house_no,street,barangay,city,province,zip_code,gsis_no,philhealth_no,pagibig_no,tin_no,license_no
EMP-PGS-0201,RODERICK,D.,MESA,,1981-02-27,"Pagsanjan, Laguna",Male,Widowed,A-,Filipino,roderick.mesa@pagsanjan.gov.ph,09179241017,049-501-1200,Municipal Disaster Risk Reduction and Management Office,Admin. Aide III,Permanent,2021-01-01,SG-3,Step 1,849,Quezon Ave.,Casinsin,Pagsanjan,Laguna,4008,8783964014,118776804097,065868892702,255-302-510-362,PRC-1000200
EMP-PGS-0202,RODERICK,,TOBIAS,,1994-05-28,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,roderick.tobias@pagsanjan.gov.ph,091711109649,(049) 501-7721,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-4,Step 8,94,J.P. Rizal St.,Poblacion,Pagsanjan,Laguna,4008,2175959160,485634309958,092421427363,576-651-733-126,PRC-1000201
EMP-PGS-0203,RODNEY,L.,FABROADA,,1972-05-25,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,rodney.fabroada@pagsanjan.gov.ph,091716510593,049-501-1202,General Services Office,Admin. Asst. IV,Permanent,2021-01-01,SG-5,Step 1,406,Bonifacio St.,Poblacion,Pagsanjan,Laguna,4008,2786963664,200412671358,088946628104,529-848-046-282,PRC-1000202
EMP-PGS-0204,RODOLFO,N.,BANDERADA,,1990-03-03,"Pagsanjan, Laguna",Male,Widowed,A-,Filipino,rodolfo.banderada@pagsanjan.gov.ph,091717857314,049-501-1203,Municipal Environment and Natural Resources Office,Laborer II,Permanent,2021-01-01,SG-1,Step 2,957,J.P. Rizal St.,Poblacion,Pagsanjan,Laguna,4008,2057828036,975609812790,010147467532,359-331-321-318,PRC-1000203
EMP-PGS-0205,ROEL,O.,VICMUDO,,1985-03-06,"Pagsanjan, Laguna",Male,Separated,O-,Filipino,roel.vicmudo@pagsanjan.gov.ph,091710800661,049-501-1204,Municipal Health Office,Driver II,Permanent,2021-01-01,SG-7,Step 8,891,Real St.,Lambac,Pagsanjan,Laguna,4008,0879185557,212908169558,066181785208,529-014-980-456,PRC-6718489
EMP-PGS-0206,ROGELIO,,CONTEGINO,,1993-05-15,"Pagsanjan, Laguna",Female,Single,B+,Filipino,rogelio.contegino@pagsanjan.gov.ph,09179396703,049-501-1205,Municipal Social Welfare and Development Office,Admin Aide I,Job Order,2021-01-01,SG-6,Step 2,183,Real St.,Buboy,Pagsanjan,Laguna,4008,1206621577,066781238199,062297764927,621-982-126-237,PRC-3125304
EMP-PGS-0207,ROMAN,P.,LARGUEZA,,1973-01-16,"Pagsanjan, Laguna",Female,Single,A+,Filipino,roman.largueza@pagsanjan.gov.ph,091715695290,049-501-1206,Municipal Environment and Natural Resources Office,Laborer II,Permanent,2021-01-01,SG-8,Step 7,545,Real St.,Binan,Pagsanjan,Laguna,4008,2883622803,932509212408,055605326502,743-211-005-668,PRC-1000206
EMP-PGS-0208,ROMANO,A.,ALMERA,,1978-03-16,"Pagsanjan, Laguna",Male,Single,A+,Filipino,romano.almera@pagsanjan.gov.ph,091717342879,049-501-1207,Municipal Treasury Office,Laborer II,Permanent,2021-01-01,SG-7,Step 1,247,Quezon Ave.,San Isidro,Pagsanjan,Laguna,4008,1950928173,742432392387,067415665613,508-585-268-968,PRC-1774966
EMP-PGS-0209,ROMEL,,SAMIA,,1972-01-11,"Pagsanjan, Laguna",Male,Single,B-,Filipino,romel.samia@pagsanjan.gov.ph,091711643631,049-501-1208,Municipal Social Welfare and Development Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 8,240,Quezon Ave.,Poblacion,Pagsanjan,Laguna,4008,7017834908,621937623940,073908518595,017-931-460-079,PRC-7651300
EMP-PGS-0210,ROMEO,M.,CONECHADO,,1999-10-28,"Pagsanjan, Laguna",Female,Widowed,O-,Filipino,romeo.conechado@pagsanjan.gov.ph,091710867750,(049) 501-3227,General Services Office,Laborer II,Permanent,2021-01-01,SG-3,Step 4,424,Bonifacio St.,Maulawin,Pagsanjan,Laguna,4008,6981796184,503232371767,029717912052,525-155-223-041,PRC-2176217
EMP-PGS-0211,ROMMEL,ARDEE C.,FLORES,,1978-12-10,"Pagsanjan, Laguna",Female,Single,B+,Filipino,rommel.flores@pagsanjan.gov.ph,091712415112,049-501-1210,Municipal Engineering Office,Eng'g. Aide II,Permanent,2021-01-01,SG-7,Step 8,49,Del Pilar St.,Lambac,Pagsanjan,Laguna,4008,0001060451,622755088438,087944737727,917-079-216-219,PRC-1000210
EMP-PGS-0212,ROMMEL,B.,SAMIA,,1992-06-20,"Pagsanjan, Laguna",Male,Married,O+,Filipino,rommel.samia@pagsanjan.gov.ph,091717834147,049-501-1211,Municipal Social Welfare and Development Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 4,870,Quezon Ave.,Maulawin,Pagsanjan,Laguna,4008,0807370241,128654950479,067408156929,258-256-956-568,PRC-1000211
EMP-PGS-0213,ROMMEL,H.,ZALAMEDA,,1997-08-24,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,rommel.zalameda@pagsanjan.gov.ph,091713788498,049-501-1212,Office of the Vice Mayor,Personal Driver,Permanent,2021-01-01,SG-9,Step 3,398,Quezon Ave.,Maulawin,Pagsanjan,Laguna,4008,7218001230,441966939744,039469474839,093-353-343-407,PRC-1000212
EMP-PGS-0214,RONALD,D.,FULLEROS,,1979-12-11,"Pagsanjan, Laguna",Male,Single,O-,Filipino,ronald.fulleros@pagsanjan.gov.ph,091716863019,(049) 501-8475,GSO Streetlighting,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 1,275,Real St.,Casinsin,Pagsanjan,Laguna,4008,3578510104,124229544878,031808076517,845-018-857-290,PRC-1000213
EMP-PGS-0215,RONEL,,CABREZA,,1981-11-17,"Pagsanjan, Laguna",Female,Married,AB-,Filipino,ronel.cabreza@pagsanjan.gov.ph,091711600236,(049) 501-1675,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-6,Step 5,980,Rizal St.,Binan,Pagsanjan,Laguna,4008,4257529526,945559701175,031989644153,394-874-612-749,PRC-1000214
EMP-PGS-0216,RONIE,S.,LERON,,1975-03-03,"Pagsanjan, Laguna",Female,Separated,B-,Filipino,ronie.leron@pagsanjan.gov.ph,091717621937,049-501-1215,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-18,Step 7,938,Quezon Ave.,Buboy,Pagsanjan,Laguna,4008,6295680153,689998222682,001055643605,767-439-108-573,PRC-1000215
